Wavelength(nm),Transmittance(%)
962.5,-0.0152159
962.0,-0.021199146
961.5,-0.016591143
961.0,-0.013830462
960.5,-0.018647604
960.0,-0.015711615
959.5,-0.013308546
959.0,-0.015637776
958.5,-0.016679762
958.0,-0.016247578
957.5,-0.018844306
957.0,-0.015436547
956.5,-0.01612922
956.0,-0.017324187
955.5,-0.011886489
955.0,-0.015478948
954.5,-0.017630644
954.0,-0.014423387
953.5,-0.012800224
953.0,-0.015057191
952.5,-0.016918136
952.0,-0.016313432
951.5,-0.017584605
951.0,-0.013556041
950.5,-0.015192015
950.0,-0.019892847
949.5,-0.021559125
949.0,-0.01754511
948.5,-0.01748235
948.0,-0.015941372
947.5,-0.016422665
947.0,-0.01912999
946.5,-0.017022187
946.0,-0.014782544
945.5,-0.010666599
945.0,-0.017121805
944.5,-0.019713733
944.0,-0.013861311
943.5,-0.017249826
943.0,-0.021336097
942.5,-0.01939912
942.0,-0.013399054
941.5,-0.012964109
941.0,-0.018855473
940.5,-0.016011076
940.0,-0.01805919
939.5,-0.018247021
939.0,-0.013939348
938.5,-0.015399812
938.0,-0.016534373
937.5,-0.021581775
937.0,-0.014603646
936.5,-0.014926808
936.0,-0.018311938
935.5,-0.016796153
935.0,-0.015075838
934.5,-0.018069092
934.0,-0.018212046
933.5,-0.014417364
933.0,-0.019894419
932.5,-0.020851176
932.0,-0.015590581
931.5,-0.015685542
931.0,-0.018608002
930.5,-0.016234206
930.0,-0.013565147
929.5,-0.017103553
929.0,-0.015377967
928.5,-0.016446175
928.0,-0.016724085
927.5,-0.018863324
927.0,-0.0162923
926.5,-0.015777858
926.0,-0.019082574
925.5,-0.020879507
925.0,-0.017630545
924.5,-0.0141277
924.0,-0.01791309
923.5,-0.014487101
923.0,-0.019094525
922.5,-0.017982468
922.0,-0.015506639
921.5,-0.017175362
921.0,-0.013474004
920.5,-0.019577919
920.0,-0.013359173
919.5,-0.014173417
919.0,-0.019103624
918.5,-0.016128806
918.0,-0.017434867
917.5,-0.015618227
917.0,-0.015036356
916.5,-0.013978622
916.0,-0.01609133
915.5,-0.017546183
915.0,-0.014747995
914.5,-0.019377699
914.0,-0.015620533
913.5,-0.011278822
913.0,-0.0170273
912.5,-0.01648825
912.0,-0.013245619
911.5,-0.015256658
911.0,-0.015511042
910.5,-0.016417721
910.0,-0.01617991
909.5,-0.013389249
909.0,-0.013824669
908.5,-0.018294377
908.0,-0.015661964
907.5,-0.015488913
907.0,-0.01672796
906.5,-0.017646417
906.0,-0.014912929
905.5,-0.015778532
905.0,-0.016809365
904.5,-0.012373457
904.0,-0.017355235
903.5,-0.015910067
903.0,-0.01365504
902.5,-0.017155491
902.0,-0.015168058
901.5,-0.014943542
901.0,-0.011146495
900.5,-0.017300067
900.0,-0.016597979
899.5,-0.014598559
899.0,0.00137704
898.5,3.6799E-4
898.0,-0.002908911
897.5,-0.002542721
897.0,-0.001159227
896.5,-0.001076596
896.0,7.39886E-4
895.5,0.00111088
895.0,1.70177E-4
894.5,0.001078504
894.0,-9.08877E-4
893.5,4.71759E-4
893.0,8.1833E-4
892.5,0.002209477
892.0,0.001766736
891.5,0.003730627
891.0,-1.69554E-4
890.5,0.001708101
890.0,-5.23419E-4
889.5,0.0011207
889.0,0.001112326
888.5,1.73598E-4
888.0,9.30207E-4
887.5,3.23515E-4
887.0,-0.001595085
886.5,3.55824E-4
886.0,-9.65267E-4
885.5,-0.001621373
885.0,0.001320901
884.5,-0.001317576
884.0,-6.25902E-4
883.5,0.002754843
883.0,0.002275853
882.5,4.72943E-4
882.0,9.76603E-4
881.5,2.41725E-4
881.0,5.50135E-4
880.5,0.001573999
880.0,-5.6999E-4
879.5,6.78E-5
879.0,9.47542E-4
878.5,-5.7306E-4
878.0,3.67288E-4
877.5,-5.29105E-4
877.0,8.68045E-4
876.5,-4.88483E-4
876.0,4.73224E-4
875.5,4.09197E-4
875.0,-5.72505E-4
874.5,1.28E-5
874.0,0.001312324
873.5,8.93655E-4
873.0,3.26501E-4
872.5,-6.23396E-4
872.0,-1.18218E-4
871.5,1.33132E-4
871.0,-2.46557E-4
870.5,-4.95301E-4
870.0,-5.18E-5
869.5,1.38706E-4
869.0,-1.10581E-4
868.5,7.58E-5
868.0,1.79E-5
867.5,1.47113E-4
867.0,7.79633E-4
866.5,-5.57857E-4
866.0,-0.001394265
865.5,6.16951E-4
865.0,-1.55981E-4
864.5,6.89782E-4
864.0,-3.95941E-4
863.5,5.09656E-4
863.0,0.001024018
862.5,-4.93349E-4
862.0,8.26E-5
861.5,-3.532E-4
861.0,0.001464765
860.5,0.001794097
860.0,8.8582E-4
859.5,0.002246284
859.0,0.0014736
858.5,8.42E-6
858.0,0.001225795
857.5,0.002118847
857.0,0.002243239
856.5,2.33407E-4
856.0,0.001479216
855.5,0.001872082
855.0,0.001936538
854.5,-4.99204E-4
854.0,8.52341E-4
853.5,3.48517E-4
853.0,0.001090336
852.5,8.33504E-4
852.0,0.002731316
851.5,0.001170775
851.0,0.003124279
850.5,4.52544E-4
850.0,7.01E-5
849.5,-1.18737E-4
849.0,3.45171E-4
848.5,9.5E-5
848.0,-4.32228E-4
847.5,3.73679E-4
847.0,8.41447E-4
846.5,-4.10545E-4
846.0,2.57714E-4
845.5,0.001186916
845.0,0.001059367
844.5,0.001718987
844.0,-8.32736E-4
843.5,0.001199577
843.0,2.29E-5
842.5,6.17394E-4
842.0,3.676E-4
841.5,0.001524326
841.0,7.78703E-4
840.5,-0.001810137
840.0,-2.45509E-4
839.5,9.18E-5
839.0,0.001479311
838.5,2.88001E-4
838.0,3.50199E-4
837.5,0.002083019
837.0,0.001081126
836.5,6.76971E-4
836.0,0.002092608
835.5,0.001346572
835.0,0.001206516
834.5,0.001066082
834.0,0.001200888
833.5,6.80979E-4
833.0,7.4338E-4
832.5,0.001148414
832.0,0.001840218
831.5,3.61635E-4
831.0,0.001639036
830.5,0.001152287
830.0,0.001424814
829.5,0.001439586
829.0,1.84886E-4
828.5,0.001006156
828.0,0.001166946
827.5,0.001367716
827.0,0.001572794
826.5,8.19183E-4
826.0,0.002001925
825.5,-1.55267E-4
825.0,1.70355E-4
824.5,-5.53853E-4
824.0,0.001301695
823.5,5.67234E-4
823.0,0.00151431
822.5,0.00166173
822.0,-7.27791E-4
821.5,1.22342E-4
821.0,2.94165E-4
820.5,-8.10134E-4
820.0,-4.21755E-4
819.5,-6.6094E-4
819.0,-7.94859E-4
818.5,-3.62379E-4
818.0,0.001235875
817.5,0.001526753
817.0,0.001184624
816.5,0.002225761
816.0,0.001950863
815.5,0.00115059
815.0,-9.30624E-4
814.5,0.001738152
814.0,0.00152872
813.5,0.002372545
813.0,2.89616E-4
812.5,5.23271E-4
812.0,0.001066606
811.5,0.001367281
811.0,0.00231675
810.5,-6.62E-5
810.0,0.001452816
809.5,7.4513E-4
809.0,0.003295526
808.5,0.001743494
808.0,9.78394E-4
807.5,0.00126144
807.0,0.002917827
806.5,0.001384272
806.0,0.001658719
805.5,0.001660198
805.0,0.001078228
804.5,0.001009249
804.0,0.001230263
803.5,0.002456909
803.0,0.00116465
802.5,0.002880438
802.0,0.003660202
801.5,0.001881607
801.0,0.00280062
800.5,0.001530147
800.0,0.002302842
799.5,9.02101E-4
799.0,0.002702662
798.5,8.32895E-4
798.0,0.002466612
797.5,0.003776895
797.0,0.001370308
796.5,0.001159722
796.0,6.69004E-4
795.5,0.001807192
795.0,0.002297132
794.5,0.001602567
794.0,0.001307268
793.5,0.00209477
793.0,0.001728502
792.5,0.001514373
792.0,8.03268E-4
791.5,3.18807E-4
791.0,9.64539E-4
790.5,6.95754E-4
790.0,0.001739115
789.5,6.70637E-4
789.0,0.001287505
788.5,0.001293513
788.0,0.002301033
787.5,0.003502424
787.0,0.001662047
786.5,-1.4202E-4
786.0,0.002079599
785.5,0.001799792
785.0,3.32006E-4
784.5,1.30559E-4
784.0,0.001295164
783.5,0.002081967
783.0,6.7493E-4
782.5,0.001730901
782.0,0.002902517
781.5,0.003145047
781.0,0.001278208
780.5,0.002300362
780.0,4.2886E-4
779.5,0.002220368
779.0,0.002287681
778.5,0.002840092
778.0,0.001384456
777.5,0.00118494
777.0,0.00242545
776.5,0.003164553
776.0,0.002506701
775.5,0.002570882
775.0,0.00375741
774.5,0.002557187
774.0,0.002961913
773.5,0.003835303
773.0,0.003469085
772.5,0.002867391
772.0,0.002714524
771.5,0.001364565
771.0,0.004303598
770.5,0.004484755
770.0,0.003225906
769.5,0.004250212
769.0,0.004250154
768.5,0.002500458
768.0,0.002778254
767.5,0.004245372
767.0,0.005610073
766.5,0.00405754
766.0,0.00485266
765.5,0.004591687
765.0,0.004099162
764.5,0.00414638
764.0,0.003983333
763.5,0.004240992
763.0,0.003589386
762.5,0.004188766
762.0,0.005388261
761.5,0.005072323
761.0,0.005318949
760.5,0.003063286
760.0,0.003190635
759.5,0.004431055
759.0,0.005019644
758.5,0.005594632
758.0,0.00527763
757.5,0.004727985
757.0,0.005409438
756.5,0.004664599
756.0,0.005818872
755.5,0.004878647
755.0,0.005390583
754.5,0.00542075
754.0,0.006423569
753.5,0.005419056
753.0,0.006724489
752.5,0.006250198
752.0,0.005717056
751.5,0.008069543
751.0,0.008069052
750.5,0.008183808
750.0,0.006799581
749.5,0.008165339
749.0,0.007533475
748.5,0.009836322
748.0,0.008575588
747.5,0.010605729
747.0,0.009970577
746.5,0.011101675
746.0,0.011387815
745.5,0.011632892
745.0,0.01270909
744.5,0.013964223
744.0,0.0149165
743.5,0.015983708
743.0,0.0160971
742.5,0.017665349
742.0,0.0182641
741.5,0.019533351
741.0,0.020991415
740.5,0.022063449
740.0,0.021772107
739.5,0.025811024
739.0,0.025681676
738.5,0.027530501
738.0,0.027853582
737.5,0.028661499
737.0,0.030399373
736.5,0.032229781
736.0,0.034880295
735.5,0.03378658
735.0,0.035473
734.5,0.0364163
734.0,0.039198555
733.5,0.040962778
733.0,0.042896356
732.5,0.042901684
732.0,0.043642271
731.5,0.04565455
731.0,0.046844974
730.5,0.050556988
730.0,0.052579325
729.5,0.053840067
729.0,0.055511195
728.5,0.056738324
728.0,0.062055413
727.5,0.061141834
727.0,0.065078095
726.5,0.068672121
726.0,0.073007718
725.5,0.075729951
725.0,0.079383463
724.5,0.083467878
724.0,0.090035588
723.5,0.094663732
723.0,0.102222025
722.5,0.107029662
722.0,0.114895985
721.5,0.121029154
721.0,0.129548848
720.5,0.138889968
720.0,0.150180534
719.5,0.159899503
719.0,0.173456281
718.5,0.186573416
718.0,0.199814796
717.5,0.217340633
717.0,0.236500263
716.5,0.255639702
716.0,0.276601344
715.5,0.300943196
715.0,0.328874648
714.5,0.357631028
714.0,0.390549928
713.5,0.426220089
713.0,0.462603509
712.5,0.504549503
712.0,0.551636815
711.5,0.600854456
711.0,0.654908001
710.5,0.714229107
710.0,0.778956413
709.5,0.849722505
709.0,0.926301003
708.5,1.01010406
708.0,1.100463867
707.5,1.197709084
707.0,1.307830811
706.5,1.425420403
706.0,1.55718863
705.5,1.699826121
705.0,1.856186748
704.5,2.029458046
704.0,2.216358185
703.5,2.424661875
703.0,2.660022259
702.5,2.91818738
702.0,3.207680702
701.5,3.533640385
701.0,3.887857437
700.5,4.29487133
700.0,4.749155045
699.5,5.259665966
699.0,5.849672318
698.5,6.500650883
698.0,7.251974106
697.5,8.110089302
697.0,9.064640045
696.5,10.18441296
696.0,11.44358635
695.5,12.8627243
695.0,14.48934364
694.5,16.29270554
694.0,18.35675621
693.5,20.68911743
693.0,23.28300667
692.5,26.1887722
692.0,29.37653732
691.5,32.74089813
691.0,36.43024445
690.5,40.30816269
690.0,44.32457733
689.5,48.54045105
689.0,52.74446106
688.5,56.99479675
688.0,61.13437271
687.5,65.03176117
687.0,68.80036163
686.5,72.24966431
686.0,75.40640259
685.5,78.22673035
685.0,80.69682312
684.5,82.93451691
684.0,84.82933807
683.5,86.49043274
683.0,87.8838501
682.5,89.06758881
682.0,90.06006622
681.5,90.88179779
681.0,91.5949707
680.5,92.15179443
680.0,92.68328857
679.5,93.08950806
679.0,93.42080688
678.5,93.71464539
678.0,93.93369293
677.5,94.11109924
677.0,94.29705811
676.5,94.42575073
676.0,94.54693604
675.5,94.64377594
675.0,94.69937897
674.5,94.77766418
674.0,94.8395462
673.5,94.89758301
673.0,94.91880798
672.5,94.98231506
672.0,95.03145599
671.5,95.05522156
671.0,95.07955933
670.5,95.10979462
670.0,95.14750671
669.5,95.16443634
669.0,95.20594025
668.5,95.15518188
668.0,95.15093231
667.5,95.1288681
667.0,95.0876236
666.5,95.04322052
666.0,94.96863556
665.5,94.92157745
665.0,94.79981232
664.5,94.70217133
664.0,94.61144257
663.5,94.4986496
663.0,94.38461304
662.5,94.26445007
662.0,94.16436005
661.5,94.0692749
661.0,94.01299286
660.5,93.90524292
660.0,93.84931946
659.5,93.85178375
659.0,93.84276581
658.5,93.84857178
658.0,93.87782288
657.5,93.93898773
657.0,94.01250458
656.5,94.11022949
656.0,94.24292755
655.5,94.34772491
655.0,94.45218658
654.5,94.59621429
654.0,94.74662781
653.5,94.86430359
653.0,94.99572754
652.5,95.07654572
652.0,95.17716217
651.5,95.24142456
651.0,95.30225372
650.5,95.32657623
650.0,95.30764008
649.5,95.32950592
649.0,95.2726593
648.5,95.23038483
648.0,95.13152313
647.5,95.09030914
647.0,94.99692535
646.5,94.90883636
646.0,94.82069397
645.5,94.73429871
645.0,94.6725235
644.5,94.59259796
644.0,94.52557373
643.5,94.46901703
643.0,94.46438599
642.5,94.42996216
642.0,94.43698883
641.5,94.4699707
641.0,94.47985077
640.5,94.51699829
640.0,94.549263
639.5,94.62133026
639.0,94.65287018
638.5,94.73329926
638.0,94.7607193
637.5,94.79656219
637.0,94.81532288
636.5,94.8334198
636.0,94.84970856
635.5,94.82331848
635.0,94.82248688
634.5,94.82273102
634.0,94.774086
633.5,94.71126556
633.0,94.66251373
632.5,94.59603882
632.0,94.53979492
631.5,94.51103973
631.0,94.46276093
630.5,94.41001129
630.0,94.37284851
629.5,94.33250427
629.0,94.2902298
628.5,94.25493622
628.0,94.25744629
627.5,94.25823975
627.0,94.23728943
626.5,94.25144196
626.0,94.23921967
625.5,94.22058105
625.0,94.23412323
624.5,94.24103546
624.0,94.21815491
623.5,94.20671082
623.0,94.19229889
622.5,94.16960144
622.0,94.17190552
621.5,94.10385895
621.0,94.10549164
620.5,94.04682159
620.0,93.99220276
619.5,94.00862122
619.0,93.97130585
618.5,93.93781281
618.0,93.93720245
617.5,93.94178772
617.0,93.93818665
616.5,93.96697235
616.0,93.98101807
615.5,94.01418304
615.0,94.03570557
614.5,94.05618286
614.0,94.10891724
613.5,94.14589691
613.0,94.16064453
612.5,94.18066406
612.0,94.19154358
611.5,94.20652771
611.0,94.19982147
610.5,94.17333984
610.0,94.13684845
609.5,94.1114502
609.0,94.05432129
608.5,94.00454712
608.0,93.94429779
607.5,93.86677551
607.0,93.78259277
606.5,93.66358185
606.0,93.59328461
605.5,93.48704529
605.0,93.37828827
604.5,93.29494476
604.0,93.21936798
603.5,93.10891724
603.0,92.99191284
602.5,92.88932037
602.0,92.82919312
601.5,92.6902771
601.0,92.62580872
600.5,92.48428345
600.0,92.39658356
599.5,92.29154205
599.0,92.19757843
598.5,92.04180908
598.0,91.97559357
597.5,91.83452606
597.0,91.71957397
596.5,91.62069702
596.0,91.48690796
595.5,91.41726685
595.0,91.27479553
594.5,91.18832397
594.0,91.09539032
593.5,90.97632599
593.0,90.87093353
592.5,90.78619385
592.0,90.68386841
591.5,90.59604645
591.0,90.49571228
590.5,90.35630798
590.0,90.24452972
589.5,90.09059143
589.0,89.98107147
588.5,89.76500702
588.0,89.59243011
587.5,89.42336273
587.0,89.25609589
586.5,89.03225708
586.0,88.84409332
585.5,88.63745117
585.0,88.43736267
584.5,88.24828339
584.0,88.0904007
583.5,87.90617371
583.0,87.7470932
582.5,87.59437561
582.0,87.47182465
581.5,87.34386444
581.0,87.20623016
580.5,87.08985901
580.0,86.98160553
579.5,86.82911682
579.0,86.67208099
578.5,86.47780609
578.0,86.2833786
577.5,86.04705811
577.0,85.74653625
576.5,85.45909882
576.0,85.11022949
575.5,84.66890717
575.0,84.26025391
574.5,83.74238586
574.0,83.23246002
573.5,82.68162537
573.0,82.08893585
572.5,81.49475861
572.0,80.8793869
571.5,80.22277069
571.0,79.54371643
570.5,78.82043457
570.0,78.09437561
569.5,77.35441589
569.0,76.59580994
568.5,75.73774719
568.0,74.85360718
567.5,73.93038177
567.0,72.97543335
566.5,71.8862381
566.0,70.79208374
565.5,69.60887909
565.0,68.35271454
564.5,67.03039551
564.0,65.6509552
563.5,64.25043488
563.0,62.77933121
562.5,61.25728989
562.0,59.68079376
561.5,58.10015869
561.0,56.46406937
560.5,54.83947372
