Wavelength(nm),Transmittance(%)
1013.0,-0.021520391
1012.5,-0.029361978
1012.0,-0.026627226
1011.5,-0.02399564
1011.0,-0.025521548
1010.5,-0.027672647
1010.0,-0.02835636
1009.5,-0.02699458
1009.0,-0.028643809
1008.5,-0.023869039
1008.0,-0.025743349
1007.5,-0.025545616
1007.0,-0.024855904
1006.5,-0.024855902
1006.0,-0.026716407
1005.5,-0.023089498
1005.0,-0.024125803
1004.5,-0.026680075
1004.0,-0.029475376
1003.5,-0.02861695
1003.0,-0.025895933
1002.5,-0.025651148
1002.0,-0.0273079
1001.5,-0.027888265
1001.0,-0.027270779
1000.5,-0.02538004
1000.0,-0.026593048
999.5,-0.029880557
999.0,-0.025959291
998.5,-0.027771128
998.0,-0.028414536
997.5,-0.027601959
997.0,-0.026346307
996.5,-0.026712876
996.0,-0.02644028
995.5,-0.02744066
995.0,-0.026448626
994.5,-0.029799379
994.0,-0.029513245
993.5,-0.025090499
993.0,-0.024593964
992.5,-0.025995385
992.0,-0.03001629
991.5,-0.028439103
991.0,-0.024774997
990.5,-0.028949734
990.0,-0.027992358
989.5,-0.02545795
989.0,-0.031493291
988.5,-0.029660607
988.0,-0.028773269
987.5,-0.026553186
987.0,-0.028743915
986.5,-0.032969169
986.0,-0.029323654
985.5,-0.026416423
985.0,-0.026522027
984.5,-0.031712871
984.0,-0.027535571
983.5,-0.027212739
983.0,-0.026467666
982.5,-0.024299506
982.0,-0.031979743
981.5,-0.028463515
981.0,-0.027365034
980.5,-0.027607445
980.0,-0.030451108
979.5,-0.026546573
979.0,-0.029519143
978.5,-0.030411277
978.0,-0.032946553
977.5,-0.023980001
977.0,-0.026272558
976.5,-0.032310948
976.0,-0.028611783
975.5,-0.027863991
975.0,-0.027321154
974.5,-0.024783777
974.0,-0.027589355
973.5,-0.030574284
973.0,-0.024183694
972.5,-0.029288413
972.0,-0.027550053
971.5,-0.030170098
971.0,-0.024673991
970.5,-0.028852263
970.0,-0.033165496
969.5,-0.029453445
969.0,-0.026112216
968.5,-0.026486482
968.0,-0.023924928
967.5,-0.031157961
967.0,-0.030145751
966.5,-0.02278918
966.0,-0.029055092
965.5,-0.032224834
965.0,-0.029100763
964.5,-0.023591511
964.0,-0.031186489
963.5,-0.026089914
963.0,-0.024770211
962.5,-0.028114405
962.0,-0.027630376
961.5,-0.026564289
961.0,-0.029696129
960.5,-0.022193221
960.0,-0.023284504
959.5,-0.029783992
959.0,-0.027611874
958.5,-0.025537839
958.0,-0.027987251
957.5,-0.028335588
957.0,-0.028546583
956.5,-0.026521236
956.0,-0.025427977
955.5,-0.027961906
955.0,-0.027095439
954.5,-0.021044843
954.0,-0.027286405
953.5,-0.030147802
953.0,-0.025032481
952.5,-0.029066484
952.0,-0.026318343
951.5,-0.027936641
951.0,-0.025631094
950.5,-0.025627984
950.0,-0.025186284
949.5,-0.02507513
949.0,-0.025338188
948.5,-0.029961459
948.0,-0.02886416
947.5,-0.030181319
947.0,-0.025857994
946.5,-0.025763286
946.0,-0.029932126
945.5,-0.028691782
945.0,-0.028864544
944.5,-0.027254462
944.0,-0.02727134
943.5,-0.02971914
943.0,-0.027314449
942.5,-0.026315993
942.0,-0.024089208
941.5,-0.026905976
941.0,-0.030771008
940.5,-0.024922209
940.0,-0.025046553
939.5,-0.030727269
939.0,-0.028237354
938.5,-0.026414564
938.0,-0.028727453
937.5,-0.028502977
937.0,-0.026440598
936.5,-0.032888811
936.0,-0.027845474
935.5,-0.024648177
935.0,-0.025107516
934.5,-0.023815451
934.0,-0.030547418
933.5,-0.032972757
933.0,-0.029427815
932.5,-0.024345879
932.0,-0.026428603
931.5,-0.029389882
931.0,-0.023813121
930.5,-0.02913955
930.0,-0.028971562
929.5,-0.024384683
929.0,-0.026536928
928.5,-0.027903443
928.0,-0.026852839
927.5,-0.026531346
927.0,-0.030041574
926.5,-0.027135663
926.0,-0.025823072
925.5,-0.027177844
925.0,-0.027235009
924.5,-0.02384128
924.0,-0.027750907
923.5,-0.026349951
923.0,-0.026144888
922.5,-0.032244101
922.0,-0.025825245
921.5,-0.028549677
921.0,-0.026640529
920.5,-0.024409104
920.0,-0.025185261
919.5,-0.028469663
919.0,-0.031676739
918.5,-0.024912547
918.0,-0.028071303
917.5,-0.027216563
917.0,-0.028508073
916.5,-0.023762301
916.0,-0.02453736
915.5,-0.029432934
915.0,-0.029467652
914.5,-0.025613202
914.0,-0.030649861
913.5,-0.025589289
913.0,-0.028455473
912.5,-0.024890378
912.0,-0.031689256
911.5,-0.027498566
911.0,-0.02727893
910.5,-0.028183684
910.0,-0.028841468
909.5,-0.024393572
909.0,-0.025363596
908.5,-0.031641796
908.0,-0.028669523
907.5,-0.026540287
907.0,-0.030941278
906.5,-0.026378889
906.0,-0.026917446
905.5,-0.02820155
905.0,-0.023751909
904.5,-0.028387509
904.0,-0.027130632
903.5,-0.028577685
903.0,-0.027233258
902.5,-0.023875264
902.0,-0.029288279
901.5,-0.030131195
901.0,-0.022716919
900.5,-0.025791436
900.0,-0.032746699
899.5,-0.027826346
899.0,-0.00249475
898.5,0.001707455
898.0,0.001032071
897.5,-0.001664077
897.0,0.003586002
896.5,-6.04121E-4
896.0,0.002094108
895.5,8.0E-5
895.0,-2.53324E-4
894.5,-0.00100461
894.0,-0.001803491
893.5,-0.001633288
893.0,0.002150429
892.5,0.002769226
892.0,-2.33493E-4
891.5,-0.001934579
891.0,-5.19128E-4
890.5,9.07E-5
890.0,7.47E-5
889.5,-0.001483327
889.0,0.002428044
888.5,1.76E-5
888.0,-6.78E-5
887.5,-0.001589723
887.0,3.37718E-4
886.5,-4.40259E-4
886.0,0.001395512
885.5,-0.001079714
885.0,-0.001385817
884.5,-0.001647402
884.0,0.001459192
883.5,-0.001258756
883.0,-4.69198E-4
882.5,3.78596E-4
882.0,2.16615E-4
881.5,-5.45126E-4
881.0,-6.85434E-4
880.5,-6.98E-5
880.0,0.001075306
879.5,4.89661E-4
879.0,6.13972E-4
878.5,-0.00193408
878.0,0.001659581
877.5,-5.48639E-4
877.0,6.38798E-4
876.5,6.34988E-4
876.0,-9.65672E-4
875.5,0.001334177
875.0,-9.75352E-4
874.5,-2.07383E-4
874.0,6.24543E-4
873.5,-5.42304E-4
873.0,-4.8075E-4
872.5,1.68237E-4
872.0,-1.62309E-4
871.5,-2.2314E-4
871.0,-6.76543E-4
870.5,-2.73E-5
870.0,1.04591E-4
869.5,5.58222E-4
869.0,-0.001059839
868.5,-5.32129E-4
868.0,-4.6414E-4
867.5,5.78E-5
867.0,7.66605E-4
866.5,-7.00491E-4
866.0,-0.001012654
865.5,1.3E-5
865.0,3.98981E-4
864.5,-4.79985E-4
864.0,-9.19195E-4
863.5,4.1E-5
863.0,2.98595E-4
862.5,-0.001062214
862.0,-3.35718E-4
861.5,-7.80823E-4
861.0,0.001033354
860.5,-3.08563E-4
860.0,3.40217E-4
859.5,-4.74092E-4
859.0,2.32867E-4
858.5,0.001090502
858.0,-2.78229E-4
857.5,-0.0016321
857.0,-0.00129727
856.5,4.65516E-4
856.0,4.09681E-4
855.5,-0.001298204
855.0,-2.24407E-4
854.5,-0.001139645
854.0,-1.39648E-4
853.5,-3.27402E-4
853.0,7.25663E-4
852.5,2.8105E-4
852.0,-1.59945E-4
851.5,-4.10078E-4
851.0,-8.89E-5
850.5,-0.001446166
850.0,-7.89982E-4
849.5,5.79203E-4
849.0,-9.36359E-4
848.5,-0.00105486
848.0,4.89E-6
847.5,0.001062562
847.0,5.41705E-4
846.5,8.08333E-4
846.0,4.22865E-4
845.5,-6.75778E-4
845.0,-0.00130555
844.5,-2.26362E-4
844.0,-9.6203E-4
843.5,1.14809E-4
843.0,5.24499E-4
842.5,-7.91E-5
842.0,0.001067467
841.5,-2.74415E-4
841.0,1.97177E-4
840.5,1.2872E-4
840.0,2.61262E-4
839.5,-4.20914E-4
839.0,-1.6E-5
838.5,5.23516E-4
838.0,-7.08644E-4
837.5,-7.18597E-4
837.0,-2.76E-5
836.5,-0.0014383
836.0,2.2282E-4
835.5,-3.96719E-4
835.0,-4.85709E-4
834.5,0.00128966
834.0,1.05519E-4
833.5,-3.07765E-4
833.0,1.52318E-4
832.5,5.48862E-4
832.0,5.06E-5
831.5,-7.41122E-4
831.0,2.89432E-4
830.5,-4.21651E-4
830.0,-6.63412E-4
829.5,-1.85387E-4
829.0,-6.99071E-4
828.5,2.45336E-4
828.0,7.6926E-4
827.5,9.62419E-4
827.0,3.08752E-4
826.5,-6.88E-5
826.0,-0.001586757
825.5,-1.44864E-4
825.0,4.64168E-4
824.5,-5.66E-5
824.0,-3.81487E-4
823.5,-0.001374406
823.0,7.4423E-4
822.5,-4.89291E-4
822.0,-1.7112E-4
821.5,-2.19686E-4
821.0,4.4458E-4
820.5,-1.67546E-4
820.0,-6.93673E-4
819.5,7.9022E-4
819.0,9.71867E-4
818.5,-2.15066E-4
818.0,-6.15106E-4
817.5,-5.11958E-4
817.0,1.47166E-4
816.5,-1.0732E-4
816.0,-0.001304187
815.5,-5.25582E-4
815.0,0.001093666
814.5,-0.001118134
814.0,7.57875E-4
813.5,-2.84878E-4
813.0,-3.33208E-4
812.5,1.0224E-4
812.0,-1.73339E-4
811.5,-1.74415E-4
811.0,4.28495E-4
810.5,-0.001663139
810.0,-5.55377E-4
809.5,6.06645E-4
809.0,-0.001017931
808.5,-0.00113895
808.0,7.37E-5
807.5,-0.001447996
807.0,3.04374E-4
806.5,-4.44132E-4
806.0,-3.14566E-4
805.5,-0.001802229
805.0,-0.001710758
804.5,-0.001984107
804.0,7.99513E-4
803.5,-7.16009E-4
803.0,-2.00031E-4
802.5,-4.06648E-4
802.0,-0.001399331
801.5,1.82034E-4
801.0,3.30111E-4
800.5,-6.55715E-4
800.0,-6.47737E-4
799.5,-0.001343796
799.0,-7.71358E-4
798.5,0.001582994
798.0,0.001438068
797.5,1.17056E-4
797.0,-0.001180076
796.5,8.74709E-4
796.0,0.001315171
795.5,-1.68726E-4
795.0,-3.59409E-4
794.5,-0.001173066
794.0,2.36399E-4
793.5,-3.16373E-4
793.0,6.35136E-4
792.5,-0.001023642
792.0,-6.35451E-4
791.5,-3.94E-5
791.0,-3.02615E-4
790.5,-0.00168045
790.0,5.72321E-4
789.5,-0.001198206
789.0,-6.57777E-4
788.5,-6.687E-4
788.0,4.39253E-4
787.5,-5.45691E-4
787.0,9.64366E-4
786.5,-6.11E-6
786.0,9.14988E-4
785.5,4.44884E-4
785.0,4.6729E-4
784.5,-5.31774E-4
784.0,-2.90394E-4
783.5,-3.39469E-4
783.0,-4.56943E-4
782.5,-9.93491E-4
782.0,-2.69503E-4
781.5,-6.58938E-4
781.0,-6.0104E-4
780.5,1.17949E-4
780.0,0.001657258
779.5,0.001230825
779.0,-1.79357E-4
778.5,-7.1893E-4
778.0,5.59003E-4
777.5,-0.001144824
777.0,-7.04925E-4
776.5,-7.9241E-4
776.0,-6.58563E-4
775.5,-6.31237E-4
775.0,7.4076E-4
774.5,1.93275E-4
774.0,0.001043395
773.5,-5.92703E-4
773.0,9.54125E-4
772.5,-2.41752E-4
772.0,6.93E-5
771.5,-5.33E-5
771.0,-0.001088839
770.5,1.984E-4
770.0,-6.09837E-4
769.5,2.36239E-4
769.0,3.93346E-4
768.5,-0.002336414
768.0,-1.42245E-4
767.5,5.18288E-4
767.0,-0.001570952
766.5,-4.23772E-4
766.0,-0.001223045
765.5,-5.78435E-4
765.0,-0.001360294
764.5,-7.47055E-4
764.0,-4.32689E-4
763.5,3.01183E-4
763.0,-0.001292485
762.5,-4.24476E-4
762.0,2.18429E-4
761.5,0.001390173
761.0,1.8134E-4
760.5,-0.001320224
760.0,1.44746E-4
759.5,3.08553E-4
759.0,-0.001895966
758.5,-1.31809E-4
758.0,7.75256E-4
757.5,-0.001005555
757.0,0.001133036
756.5,-2.08585E-4
756.0,-3.95326E-4
755.5,-0.001343354
755.0,-2.06742E-4
754.5,-9.98926E-4
754.0,-5.28403E-4
753.5,2.60346E-4
753.0,9.92994E-4
752.5,0.001003779
752.0,6.65323E-4
751.5,-0.001253494
751.0,-3.30247E-4
750.5,-3.72471E-4
750.0,-9.6E-5
749.5,0.001056466
749.0,-5.65088E-4
748.5,0.001497344
748.0,0.001502027
747.5,0.00109592
747.0,-3.17513E-4
746.5,1.72553E-4
746.0,1.88071E-4
745.5,-8.58465E-4
745.0,-5.41E-5
744.5,-3.78932E-4
744.0,-6.96294E-4
743.5,1.28E-5
743.0,-9.7313E-4
742.5,1.86852E-4
742.0,1.32966E-4
741.5,-0.001674276
741.0,1.74044E-4
740.5,-6.30203E-4
740.0,-0.00189295
739.5,-7.75101E-4
739.0,-0.001269039
738.5,5.63E-5
738.0,-6.96685E-4
737.5,-1.78828E-4
737.0,2.57872E-4
736.5,-6.06804E-4
736.0,5.65026E-4
735.5,3.13977E-4
735.0,-0.001454018
734.5,-1.43528E-4
734.0,0.001766004
733.5,-3.02741E-4
733.0,0.001087545
732.5,6.25253E-4
732.0,4.01E-5
731.5,3.27601E-4
731.0,-9.92605E-4
730.5,-2.61093E-4
730.0,-3.05105E-4
729.5,-9.61703E-4
729.0,-4.5635E-4
728.5,-5.61493E-4
728.0,3.96515E-4
727.5,-0.002113118
727.0,-6.04679E-4
726.5,-2.5E-5
726.0,-2.06437E-4
725.5,-0.00179425
725.0,5.18832E-4
724.5,-8.02742E-4
724.0,-0.001402429
723.5,-4.52E-5
723.0,4.66E-5
722.5,-2.01985E-4
722.0,-6.46372E-4
721.5,4.51964E-4
721.0,-3.02168E-4
720.5,4.94735E-4
720.0,-0.003783755
719.5,0.001691977
719.0,-9.43753E-4
718.5,-5.7536E-4
718.0,-9.4E-5
717.5,-0.001138619
717.0,-5.71E-5
716.5,-7.9046E-4
716.0,-7.66E-5
715.5,3.50405E-4
715.0,-2.93777E-4
714.5,-0.001371469
714.0,1.46893E-4
713.5,-3.14724E-4
713.0,-4.2401E-4
712.5,-5.86E-5
712.0,-5.0007E-4
711.5,1.19546E-4
711.0,0.001121309
710.5,-1.14502E-4
710.0,-7.05496E-4
709.5,-8.75574E-4
709.0,-8.40811E-4
708.5,3.87436E-4
708.0,7.66811E-4
707.5,-0.001231709
707.0,-9.86712E-4
706.5,0.001148096
706.0,-7.14495E-4
705.5,7.96718E-4
705.0,-7.49E-5
704.5,-5.34793E-4
704.0,-9.83418E-4
703.5,-4.06186E-4
703.0,1.57302E-4
702.5,0.001140767
702.0,4.92807E-4
701.5,-2.47134E-4
701.0,1.20837E-4
700.5,-5.81E-5
700.0,-6.30001E-4
699.5,-2.12596E-4
699.0,-5.55E-5
698.5,3.88E-5
698.0,8.07952E-4
697.5,6.88947E-4
697.0,-2.95455E-4
696.5,-2.79106E-4
696.0,0.001544346
695.5,-1.67E-5
695.0,6.81345E-4
694.5,-2.31012E-4
694.0,6.2E-5
693.5,0.001404459
693.0,-1.57225E-4
692.5,3.41547E-4
692.0,3.63768E-4
691.5,6.03334E-4
691.0,-6.6756E-4
690.5,-8.36614E-4
690.0,-0.001605956
689.5,3.65874E-4
689.0,8.08485E-4
688.5,2.57E-5
688.0,3.92514E-4
687.5,-2.57589E-4
687.0,-4.25249E-4
686.5,-2.11348E-4
686.0,7.75726E-4
685.5,-6.46855E-4
685.0,2.00434E-4
684.5,-1.0819E-4
684.0,1.26724E-4
683.5,-1.14753E-4
683.0,-4.25417E-4
682.5,0.001822952
682.0,2.37103E-4
681.5,-6.6499E-4
681.0,-0.001121526
680.5,0.001013124
680.0,-5.01186E-4
679.5,-1.37084E-4
679.0,4.4504E-4
678.5,4.66803E-4
678.0,-0.001381824
677.5,-8.94262E-4
677.0,-5.993E-4
676.5,-8.53E-5
676.0,-1.227E-4
675.5,5.68854E-4
675.0,-1.91732E-4
674.5,-7.04264E-4
674.0,-7.99785E-4
673.5,0.001560174
673.0,-0.001403722
672.5,9.33705E-4
672.0,4.77909E-4
671.5,0.001294458
671.0,-0.001405892
670.5,4.48E-5
670.0,-6.67985E-4
669.5,-4.97315E-4
669.0,8.12089E-4
668.5,-9.88138E-4
668.0,2.69694E-4
667.5,3.60376E-4
667.0,8.09001E-4
666.5,3.57E-5
666.0,2.65768E-4
665.5,8.94E-5
665.0,-0.001359167
664.5,-0.002029957
664.0,5.88E-5
663.5,-0.00172131
663.0,9.38455E-4
662.5,7.13973E-4
662.0,1.84814E-4
661.5,-0.001070593
661.0,9.61109E-4
660.5,-1.61E-6
660.0,-0.001618467
659.5,0.00134565
659.0,-3.25979E-4
658.5,9.88E-5
658.0,-6.10077E-4
657.5,7.87158E-4
657.0,0.001344165
656.5,-4.69237E-4
656.0,-0.001311575
655.5,-4.21305E-4
655.0,4.08555E-4
654.5,-3.77772E-4
654.0,5.9536E-4
653.5,-8.10711E-4
653.0,8.84775E-4
652.5,2.28305E-4
652.0,-8.08E-5
651.5,-0.001309903
651.0,2.29378E-4
650.5,5.14529E-4
650.0,2.48688E-4
649.5,4.60796E-4
649.0,7.38035E-4
648.5,-6.57E-5
648.0,1.42631E-4
647.5,4.82885E-4
647.0,0.001154138
646.5,-1.76663E-4
646.0,7.57747E-4
645.5,-1.71074E-4
645.0,-0.001564068
644.5,9.6E-5
644.0,-1.03786E-4
643.5,-5.70423E-4
643.0,1.58149E-4
642.5,-1.77993E-4
642.0,5.52032E-4
641.5,8.01E-5
641.0,-1.27002E-4
640.5,-2.68526E-4
640.0,1.96539E-4
639.5,5.38E-5
639.0,0.001544832
638.5,-9.90886E-4
638.0,5.77394E-4
637.5,-5.26E-5
637.0,-6.37E-5
636.5,9.74484E-4
636.0,9.68571E-4
635.5,-2.87E-5
635.0,3.8664E-4
634.5,8.0689E-4
634.0,2.94395E-4
633.5,-0.001169079
633.0,-5.31637E-4
632.5,7.03279E-4
632.0,3.98878E-4
631.5,0.002327956
631.0,1.53663E-4
630.5,-8.46E-5
630.0,8.15185E-4
629.5,4.38E-5
629.0,9.85139E-4
628.5,-3.78568E-4
628.0,0.001589327
627.5,1.86757E-4
627.0,9.93511E-4
626.5,2.44499E-4
626.0,-3.60383E-4
625.5,2.31149E-4
625.0,0.001656361
624.5,0.001655558
624.0,0.001048758
623.5,-0.001156068
623.0,0.00233904
622.5,0.001577841
622.0,0.002493601
621.5,4.32683E-4
621.0,0.001120045
620.5,8.15179E-4
620.0,0.002799399
619.5,0.002265707
619.0,6.08E-5
618.5,0.001734013
618.0,0.002794371
617.5,0.00218853
617.0,0.002713999
616.5,0.003233851
616.0,0.002931179
615.5,0.003000375
615.0,0.002848012
614.5,0.00240374
614.0,0.004073313
613.5,0.004060554
613.0,0.003901983
612.5,0.005455617
612.0,0.005783844
611.5,0.003299486
611.0,0.003916268
610.5,0.004592618
610.0,0.004708876
609.5,0.005912741
609.0,0.007030267
608.5,0.005185751
608.0,0.005694587
607.5,0.006459644
607.0,0.006010576
606.5,0.00695462
606.0,0.006928356
605.5,0.007318435
605.0,0.0073687
604.5,0.007486982
604.0,0.008086525
603.5,0.008010572
603.0,0.009161059
602.5,0.010254334
602.0,0.009792795
601.5,0.010292381
601.0,0.009777627
